0 361 1 420 62 0 0 0 0 60 62 1440 1050
1 421 1 480 62 0 0 0 0 60 62 1440 1050
2 481 1 540 62 0 0 0 0 60 62 1440 1050
3 541 1 600 62 0 0 0 0 60 62 1440 1050
4 661 1 720 62 0 0 0 0 60 62 1440 1050
5 721 1 780 62 0 0 0 0 60 62 1440 1050
6 901 1 960 62 0 0 0 0 60 62 1440 1050
7 961 1 1020 62 0 0 0 0 60 62 1440 1050
8 1021 1 1080 62 0 0 0 0 60 62 1440 1050
9 301 63 360 124 0 0 0 0 60 62 1440 1050
10 361 63 420 124 0 0 0 0 60 62 1440 1050
11 421 63 480 124 0 0 0 0 60 62 1440 1050
12 481 63 540 124 0 0 0 0 60 62 1440 1050
13 541 63 600 124 0 0 0 0 60 62 1440 1050
14 601 63 660 124 0 0 0 0 60 62 1440 1050
15 661 63 720 124 0 0 0 0 60 62 1440 1050
16 721 63 780 124 0 0 0 0 60 62 1440 1050
17 781 63 840 124 0 0 0 0 60 62 1440 1050
18 841 63 900 124 0 0 0 0 60 62 1440 1050
19 901 63 960 124 0 0 0 0 60 62 1440 1050
20 961 63 1020 124 0 0 0 0 60 62 1440 1050
21 1021 63 1080 124 0 0 0 0 60 62 1440 1050
22 1081 63 1140 124 0 0 0 0 60 62 1440 1050
23 1 125 60 186 0 0 0 0 60 62 1440 1050
24 61 125 120 186 0 0 0 0 60 62 1440 1050
25 121 125 180 186 0 0 0 0 60 62 1440 1050
26 181 125 240 186 0 0 0 0 60 62 1440 1050
27 241 125 300 186 0 0 0 0 60 62 1440 1050
28 301 125 360 186 0 0 0 0 60 62 1440 1050
29 361 125 420 186 0 0 0 0 60 62 1440 1050
30 421 125 480 186 0 0 0 0 60 62 1440 1050
31 481 125 540 186 0 0 0 0 60 62 1440 1050
32 541 125 600 186 0 0 0 0 60 62 1440 1050
33 601 125 660 186 0 0 0 0 60 62 1440 1050
34 661 125 720 186 0 0 0 0 60 62 1440 1050
35 721 125 780 186 0 0 0 0 60 62 1440 1050
36 781 125 840 186 0 0 0 0 60 62 1440 1050
37 841 125 900 186 0 0 0 0 60 62 1440 1050
38 901 125 960 186 0 0 0 0 60 62 1440 1050
39 961 125 1020 186 0 0 0 0 60 62 1440 1050
40 1021 125 1080 186 0 0 0 0 60 62 1440 1050
41 1081 125 1140 186 0 0 0 0 60 62 1440 1050
42 1141 125 1200 186 0 0 0 0 60 62 1440 1050
43 1201 125 1260 186 0 0 0 0 60 62 1440 1050
44 1261 125 1320 186 0 0 0 0 60 62 1440 1050
45 1321 125 1380 186 0 0 0 0 60 62 1440 1050
46 1381 125 1440 186 0 0 0 0 60 62 1440 1050
47 1 187 60 248 0 0 0 0 60 62 1440 1050
48 61 187 120 248 0 0 0 0 60 62 1440 1050
49 121 187 180 248 0 0 0 0 60 62 1440 1050
50 181 187 240 248 0 0 0 0 60 62 1440 1050
51 241 187 300 248 0 0 0 0 60 62 1440 1050
52 301 187 360 248 0 0 0 0 60 62 1440 1050
53 361 187 420 248 0 0 0 0 60 62 1440 1050
54 421 187 480 248 0 0 0 0 60 62 1440 1050
55 481 187 540 248 0 0 0 0 60 62 1440 1050
56 541 187 600 248 0 0 0 0 60 62 1440 1050
57 601 187 660 248 0 0 0 0 60 62 1440 1050
58 661 187 720 248 0 0 0 0 60 62 1440 1050
59 721 187 780 248 0 0 0 0 60 62 1440 1050
60 781 187 840 248 0 0 0 0 60 62 1440 1050
61 841 187 900 248 0 0 0 0 60 62 1440 1050
62 901 187 960 248 0 0 0 0 60 62 1440 1050
63 961 187 1020 248 0 0 0 0 60 62 1440 1050
64 1021 187 1080 248 0 0 0 0 60 62 1440 1050
65 1081 187 1140 248 0 0 0 0 60 62 1440 1050
66 1141 187 1200 248 0 0 0 0 60 62 1440 1050
67 1201 187 1260 248 0 0 0 0 60 62 1440 1050
68 1261 187 1320 248 0 0 0 0 60 62 1440 1050
69 1321 187 1380 248 0 0 0 0 60 62 1440 1050
70 1381 187 1440 248 0 0 0 0 60 62 1440 1050
71 1 249 60 310 0 0 0 0 60 62 1440 1050
72 61 249 120 310 0 0 0 0 60 62 1440 1050
73 121 249 180 310 0 0 0 0 60 62 1440 1050
74 181 249 240 310 0 0 0 0 60 62 1440 1050
75 241 249 300 310 0 0 0 0 60 62 1440 1050
76 301 249 360 310 0 0 0 0 60 62 1440 1050
77 361 249 420 310 0 0 0 0 60 62 1440 1050
78 421 249 480 310 0 0 0 0 60 62 1440 1050
79 481 249 540 310 0 0 0 0 60 62 1440 1050
80 541 249 600 310 0 0 0 0 60 62 1440 1050
81 601 249 660 310 0 0 0 0 60 62 1440 1050
82 661 249 720 310 0 0 0 0 60 62 1440 1050
83 721 249 780 310 0 0 0 0 60 62 1440 1050
84 781 249 840 310 0 0 0 0 60 62 1440 1050
85 841 249 900 310 0 0 0 0 60 62 1440 1050
86 901 249 960 310 0 0 0 0 60 62 1440 1050
87 961 249 1020 310 0 0 0 0 60 62 1440 1050
88 1021 249 1080 310 0 0 0 0 60 62 1440 1050
89 1081 249 1140 310 0 0 0 0 60 62 1440 1050
90 1141 249 1200 310 0 0 0 0 60 62 1440 1050
91 1201 249 1260 310 0 0 0 0 60 62 1440 1050
92 1261 249 1320 310 0 0 0 0 60 62 1440 1050
93 1321 249 1380 310 0 0 0 0 60 62 1440 1050
94 1381 249 1440 310 0 0 0 0 60 62 1440 1050
95 1 311 60 372 0 0 0 0 60 62 1440 1050
96 61 311 120 372 0 0 0 0 60 62 1440 1050
97 121 311 180 372 0 0 0 0 60 62 1440 1050
98 181 311 240 372 0 0 0 0 60 62 1440 1050
99 241 311 300 372 0 0 0 0 60 62 1440 1050
100 301 311 360 372 0 0 0 0 60 62 1440 1050
101 361 311 420 372 0 0 0 0 60 62 1440 1050
102 421 311 480 372 0 0 0 0 60 62 1440 1050
103 481 311 540 372 0 0 0 0 60 62 1440 1050
104 541 311 600 372 0 0 0 0 60 62 1440 1050
105 601 311 660 372 0 0 0 0 60 62 1440 1050
106 661 311 720 372 0 0 0 0 60 62 1440 1050
107 721 311 780 372 0 0 0 0 60 62 1440 1050
108 781 311 840 372 0 0 0 0 60 62 1440 1050
109 841 311 900 372 0 0 0 0 60 62 1440 1050
110 901 311 960 372 0 0 0 0 60 62 1440 1050
