0 361 1 405 30 0 0 0 0 45 30 1440 1050
1 406 1 450 30 0 0 0 0 45 30 1440 1050
2 451 1 495 30 0 0 0 0 45 30 1440 1050
3 496 1 540 30 0 0 0 0 45 30 1440 1050
4 541 1 585 30 0 0 0 0 45 30 1440 1050
5 901 1 945 30 0 0 0 0 45 30 1440 1050
6 946 1 990 30 0 0 0 0 45 30 1440 1050
7 991 1 1035 30 0 0 0 0 45 30 1440 1050
8 361 31 405 60 0 0 0 0 45 30 1440 1050
9 406 31 450 60 0 0 0 0 45 30 1440 1050
10 451 31 495 60 0 0 0 0 45 30 1440 1050
11 496 31 540 60 0 0 0 0 45 30 1440 1050
12 541 31 585 60 0 0 0 0 45 30 1440 1050
13 586 31 630 60 0 0 0 0 45 30 1440 1050
14 676 31 720 60 0 0 0 0 45 30 1440 1050
15 721 31 765 60 0 0 0 0 45 30 1440 1050
16 901 31 945 60 0 0 0 0 45 30 1440 1050
17 946 31 990 60 0 0 0 0 45 30 1440 1050
18 991 31 1035 60 0 0 0 0 45 30 1440 1050
19 1036 31 1080 60 0 0 0 0 45 30 1440 1050
20 361 61 405 90 0 0 0 0 45 30 1440 1050
21 406 61 450 90 0 0 0 0 45 30 1440 1050
22 451 61 495 90 0 0 0 0 45 30 1440 1050
23 496 61 540 90 0 0 0 0 45 30 1440 1050
24 541 61 585 90 0 0 0 0 45 30 1440 1050
25 586 61 630 90 0 0 0 0 45 30 1440 1050
26 631 61 675 90 0 0 0 0 45 30 1440 1050
27 676 61 720 90 0 0 0 0 45 30 1440 1050
28 721 61 765 90 0 0 0 0 45 30 1440 1050
29 766 61 810 90 0 0 0 0 45 30 1440 1050
30 811 61 855 90 0 0 0 0 45 30 1440 1050
31 856 61 900 90 0 0 0 0 45 30 1440 1050
32 901 61 945 90 0 0 0 0 45 30 1440 1050
33 946 61 990 90 0 0 0 0 45 30 1440 1050
34 991 61 1035 90 0 0 0 0 45 30 1440 1050
35 1036 61 1080 90 0 0 0 0 45 30 1440 1050
36 361 91 405 120 0 0 0 0 45 30 1440 1050
37 406 91 450 120 0 0 0 0 45 30 1440 1050
38 451 91 495 120 0 0 0 0 45 30 1440 1050
39 496 91 540 120 0 0 0 0 45 30 1440 1050
40 541 91 585 120 0 0 0 0 45 30 1440 1050
41 586 91 630 120 0 0 0 0 45 30 1440 1050
42 631 91 675 120 0 0 0 0 45 30 1440 1050
43 676 91 720 120 0 0 0 0 45 30 1440 1050
44 721 91 765 120 0 0 0 0 45 30 1440 1050
45 766 91 810 120 0 0 0 0 45 30 1440 1050
46 811 91 855 120 0 0 0 0 45 30 1440 1050
47 856 91 900 120 0 0 0 0 45 30 1440 1050
48 901 91 945 120 0 0 0 0 45 30 1440 1050
49 946 91 990 120 0 0 0 0 45 30 1440 1050
50 991 91 1035 120 0 0 0 0 45 30 1440 1050
51 1036 91 1080 120 0 0 0 0 45 30 1440 1050
